0.16216216216216217,0.21875,0.16666666666666666,0.09523809523809523,0.18421052631578946,0.21052631578947367,0.38666666666666666,0.6956521739130435,0.5714285714285714,0.3488372093023256,0.07017543859649122,0.2708333333333333,0.15517241379310345,0.11666666666666667,0.5,0.5344827586206896,0.3888888888888889,0.7647058823529411,0.5151515151515151,0.32608695652173914,0.2727272727272727,0.1956521739130435,0.5,0.47540983606557374,0.6904761904761905,0.4857142857142857,0.34375,0.3684210526315789,0.15789473684210525,0.56
0.3505586592178771
