epochs,acc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.2978723404255319,0.35135135135135137,0.21621621621621623,0.21875,0.05128205128205128,0.26666666666666666,0.7619047619047619,0.6578947368421053,0.22807017543859648,0.09090909090909091,0.7866666666666666,0.23404255319148937,0.02631578947368421,0.06060606060606061,0.32608695652173914,0.13513513513513514,0.8571428571428571,0.27906976744186046,0.22807017543859648,0.4166666666666667,0.20987654320987653,0.25862068965517243,0.13333333333333333,0.71875,0.46551724137931033,0.08333333333333333,0.8055555555555556,0.47058823529411764,0.30357142857142855,0.18181818181818182,0.6304347826086957,0.6060606060606061,0.391304347826087,0.21604938271604937,0.5,0.4262295081967213,0.6666666666666666,0.15151515151515152,0.7714285714285715,0.027777777777777776,0.5625,0.1282051282051282,0.4714285714285714,0.13095238095238096,0.1095890410958904,0.17543859649122806,0.21052631578947367,0.28,0.0625,0.1,0.2594142259414226,0.029411764705882353
1,0.331351689612015,0.3783783783783784,0.3783783783783784,0.375,0.41025641025641024,0.45,0.6904761904761905,0.6842105263157895,0.3684210526315789,0.030303030303030304,0.84,0.24468085106382978,0.21052631578947367,0.3181818181818182,0.41304347826086957,0.13513513513513514,0.8571428571428571,0.5813953488372093,0.3684210526315789,0.5,0.24691358024691357,0.4827586206896552,0.43333333333333335,0.8125,0.3793103448275862,0.19444444444444445,0.75,0.5,0.05357142857142857,0.30303030303030304,0.7608695652173914,0.5757575757575758,0.5,0.15432098765432098,0.6086956521739131,0.4426229508196721,0.8095238095238095,0.30303030303030304,0.6285714285714286,0.1527777777777778,0.46875,0.15384615384615385,0.44285714285714284,0.15476190476190477,0.1095890410958904,0.3333333333333333,0.21052631578947367,0.44,0.0625,0.15294117647058825,0.1108786610878661,0.14705882352941177
2,0.350125156445557,0.4594594594594595,0.35135135135135137,0.4375,0.1794871794871795,0.5,0.7142857142857143,0.6052631578947368,0.3508771929824561,0.12121212121212122,0.8133333333333334,0.26595744680851063,0.3157894736842105,0.13636363636363635,0.43478260869565216,0.2702702702702703,0.8857142857142857,0.3488372093023256,0.3684210526315789,0.5,0.20987654320987653,0.46551724137931033,0.48333333333333334,0.59375,0.5862068965517241,0.2222222222222222,0.7222222222222222,0.5,0.10714285714285714,0.18181818181818182,0.6521739130434783,0.6666666666666666,0.782608695652174,0.25308641975308643,0.5108695652173914,0.2786885245901639,0.6428571428571429,0.3333333333333333,0.6857142857142857,0.16666666666666666,0.40625,0.23076923076923078,0.5285714285714286,0.23809523809523808,0.1095890410958904,0.3508771929824561,0.2807017543859649,0.54,0.09375,0.15294117647058825,0.19456066945606695,0.14705882352941177
3,0.3667083854818523,0.43243243243243246,0.24324324324324326,0.25,0.1282051282051282,0.5166666666666667,0.6428571428571429,0.6578947368421053,0.45614035087719296,0.24242424242424243,0.88,0.425531914893617,0.2631578947368421,0.16666666666666666,0.41304347826086957,0.32432432432432434,0.7142857142857143,0.27906976744186046,0.47368421052631576,0.6458333333333334,0.20987654320987653,0.5689655172413793,0.38333333333333336,0.65625,0.4827586206896552,0.1111111111111111,0.6666666666666666,0.35294117647058826,0.16071428571428573,0.42424242424242425,0.7391304347826086,0.6363636363636364,0.6086956521739131,0.20987654320987653,0.5434782608695652,0.29508196721311475,0.8095238095238095,0.2727272727272727,0.5714285714285714,0.05555555555555555,0.40625,0.3333333333333333,0.4,0.20238095238095238,0.1095890410958904,0.3157894736842105,0.2807017543859649,0.56,0.03125,0.19411764705882353,0.303347280334728,0.20588235294117646
4,0.37546933667083854,0.43243243243243246,0.35135135135135137,0.3125,0.3076923076923077,0.5,0.6904761904761905,0.631578947368421,0.3333333333333333,0.21212121212121213,0.9466666666666667,0.2553191489361702,0.34210526315789475,0.18181818181818182,0.2826086956521739,0.4864864864864865,0.6857142857142857,0.37209302325581395,0.45614035087719296,0.6458333333333334,0.18518518518518517,0.6724137931034483,0.26666666666666666,0.65625,0.29310344827586204,0.19444444444444445,0.6666666666666666,0.4117647058823529,0.21428571428571427,0.42424242424242425,0.782608695652174,0.6363636363636364,0.5652173913043478,0.21604938271604937,0.391304347826087,0.32786885245901637,0.8095238095238095,0.21212121212121213,0.5142857142857142,0.2361111111111111,0.5,0.2564102564102564,0.4142857142857143,0.15476190476190477,0.1232876712328767,0.40350877192982454,0.2982456140350877,0.38,0.03125,0.21764705882352942,0.3891213389121339,0.08823529411764706
5,0.35356695869837296,0.5135135135135135,0.40540540540540543,0.5,0.2564102564102564,0.43333333333333335,0.7619047619047619,0.6842105263157895,0.45614035087719296,0.24242424242424243,0.9066666666666666,0.22340425531914893,0.2631578947368421,0.21212121212121213,0.391304347826087,0.2972972972972973,0.6571428571428571,0.46511627906976744,0.42105263157894735,0.7083333333333334,0.2345679012345679,0.5344827586206896,0.36666666666666664,0.6875,0.4482758620689655,0.1111111111111111,0.6666666666666666,0.5588235294117647,0.10714285714285714,0.3939393939393939,0.8043478260869565,0.6363636363636364,0.717391304347826,0.20987654320987653,0.532608695652174,0.29508196721311475,0.7619047619047619,0.36363636363636365,0.4857142857142857,0.18055555555555555,0.40625,0.3076923076923077,0.38571428571428573,0.16666666666666666,0.1095890410958904,0.38596491228070173,0.3508771929824561,0.46,0.03125,0.22941176470588234,0.15481171548117154,0.11764705882352941
6,0.3591989987484355,0.5135135135135135,0.40540540540540543,0.34375,0.38461538461538464,0.4666666666666667,0.5952380952380952,0.6578947368421053,0.38596491228070173,0.2727272727272727,0.88,0.3723404255319149,0.39473684210526316,0.3333333333333333,0.3695652173913043,0.24324324324324326,0.7714285714285715,0.3953488372093023,0.45614035087719296,0.4166666666666667,0.25925925925925924,0.6379310344827587,0.3333333333333333,0.65625,0.3620689655172414,0.1388888888888889,0.7777777777777778,0.5588235294117647,0.2857142857142857,0.3939393939393939,0.7391304347826086,0.6666666666666666,0.7608695652173914,0.17901234567901234,0.4891304347826087,0.2786885245901639,0.7142857142857143,0.24242424242424243,0.7142857142857143,0.08333333333333333,0.40625,0.23076923076923078,0.45714285714285713,0.2976190476190476,0.1232876712328767,0.2982456140350877,0.2807017543859649,0.46,0.03125,0.25882352941176473,0.1694560669456067,0.08823529411764706
7,0.36764705882352944,0.4594594594594595,0.1891891891891892,0.40625,0.23076923076923078,0.4666666666666667,0.6666666666666666,0.5526315789473685,0.543859649122807,0.24242424242424243,0.8666666666666667,0.40425531914893614,0.18421052631578946,0.24242424242424243,0.3695652173913043,0.40540540540540543,0.7142857142857143,0.32558139534883723,0.43859649122807015,0.4166666666666667,0.25925925925925924,0.5344827586206896,0.2833333333333333,0.59375,0.4827586206896552,0.25,0.6388888888888888,0.5294117647058824,0.125,0.30303030303030304,0.6739130434782609,0.6060606060606061,0.6739130434782609,0.3271604938271605,0.4891304347826087,0.29508196721311475,0.7857142857142857,0.2727272727272727,0.5142857142857142,0.08333333333333333,0.5625,0.3076923076923077,0.5428571428571428,0.20238095238095238,0.1232876712328767,0.3157894736842105,0.3333333333333333,0.48,0.03125,0.1588235294117647,0.28661087866108786,0.11764705882352941
8,0.3469962453066333,0.4594594594594595,0.24324324324324326,0.46875,0.1794871794871795,0.5,0.7380952380952381,0.6578947368421053,0.42105263157894735,0.24242424242424243,0.8666666666666667,0.24468085106382978,0.23684210526315788,0.4090909090909091,0.3695652173913043,0.2972972972972973,0.6857142857142857,0.6511627906976745,0.42105263157894735,0.4583333333333333,0.30864197530864196,0.5,0.26666666666666666,0.625,0.5344827586206896,0.1111111111111111,0.7777777777777778,0.4117647058823529,0.16071428571428573,0.2727272727272727,0.6304347826086957,0.7272727272727273,0.6521739130434783,0.24074074074074073,0.5217391304347826,0.32786885245901637,0.7619047619047619,0.15151515151515152,0.6,0.1527777777777778,0.4375,0.2564102564102564,0.38571428571428573,0.20238095238095238,0.1232876712328767,0.3684210526315789,0.3508771929824561,0.42,0.03125,0.18823529411764706,0.15481171548117154,0.08823529411764706
9,0.36827284105131414,0.4864864864864865,0.2972972972972973,0.4375,0.23076923076923078,0.5166666666666667,0.6428571428571429,0.6578947368421053,0.47368421052631576,0.21212121212121213,0.8933333333333333,0.35106382978723405,0.3684210526315789,0.2878787878787879,0.32608695652173914,0.24324324324324326,0.8,0.5116279069767442,0.43859649122807015,0.5,0.32098765432098764,0.5689655172413793,0.3333333333333333,0.625,0.4482758620689655,0.1111111111111111,0.75,0.47058823529411764,0.14285714285714285,0.42424242424242425,0.7608695652173914,0.6666666666666666,0.5869565217391305,0.2654320987654321,0.5869565217391305,0.32786885245901637,0.8095238095238095,0.36363636363636365,0.6571428571428571,0.2916666666666667,0.4375,0.23076923076923078,0.44285714285714284,0.047619047619047616,0.0958904109589041,0.3508771929824561,0.3333333333333333,0.52,0.03125,0.18235294117647058,0.20920502092050208,0.14705882352941177
10,0.3685857321652065,0.5135135135135135,0.35135135135135137,0.5625,0.3333333333333333,0.5166666666666667,0.7142857142857143,0.7105263157894737,0.45614035087719296,0.2727272727272727,0.9466666666666667,0.22340425531914893,0.34210526315789475,0.3787878787878788,0.3695652173913043,0.21621621621621623,0.8857142857142857,0.4186046511627907,0.42105263157894735,0.5625,0.2962962962962963,0.5,0.25,0.65625,0.25862068965517243,0.19444444444444445,0.6944444444444444,0.47058823529411764,0.25,0.36363636363636365,0.7391304347826086,0.7272727272727273,0.7608695652173914,0.2716049382716049,0.5760869565217391,0.36065573770491804,0.7857142857142857,0.3333333333333333,0.6571428571428571,0.125,0.46875,0.3333333333333333,0.5,0.13095238095238096,0.1232876712328767,0.3508771929824561,0.3684210526315789,0.36,0.03125,0.27647058823529413,0.16527196652719664,0.058823529411764705
11,0.3742177722152691,0.4864864864864865,0.2972972972972973,0.53125,0.3333333333333333,0.5833333333333334,0.7142857142857143,0.7105263157894737,0.5614035087719298,0.21212121212121213,0.8666666666666667,0.35106382978723405,0.3684210526315789,0.2727272727272727,0.2608695652173913,0.24324324324324326,0.6857142857142857,0.37209302325581395,0.47368421052631576,0.4791666666666667,0.2716049382716049,0.5,0.2833333333333333,0.4375,0.3103448275862069,0.19444444444444445,0.75,0.4117647058823529,0.21428571428571427,0.3939393939393939,0.7608695652173914,0.696969696969697,0.717391304347826,0.24691358024691357,0.5,0.29508196721311475,0.7857142857142857,0.2727272727272727,0.6571428571428571,0.19444444444444445,0.53125,0.15384615384615385,0.37142857142857144,0.21428571428571427,0.1095890410958904,0.2982456140350877,0.3333333333333333,0.5,0.03125,0.28823529411764703,0.2698744769874477,0.08823529411764706
