epochs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
acc,0.2978723404255319,0.331351689612015,0.350125156445557,0.3667083854818523,0.37546933667083854,0.35356695869837296,0.3591989987484355,0.36764705882352944,0.3469962453066333,0.36827284105131414,0.3685857321652065,0.3742177722152691,0.3520025031289111,0.376720901126408,0.3520025031289111,0.3548185231539424,0.34637046307884856,0.37265331664580725,0.3811013767209011,0.3714017521902378,0.360450563204005,0.3688986232790989,0.36983729662077597,0.3642052565707134,0.3613892365456821,0.3632665832290363,0.35638297872340424,0.3548185231539424,0.3723404255319149,0.363892365456821
0,0.35135135135135137,0.3783783783783784,0.4594594594594595,0.43243243243243246,0.43243243243243246,0.5135135135135135,0.5135135135135135,0.4594594594594595,0.4594594594594595,0.4864864864864865,0.5135135135135135,0.4864864864864865,0.40540540540540543,0.43243243243243246,0.4594594594594595,0.5135135135135135,0.40540540540540543,0.4594594594594595,0.4594594594594595,0.43243243243243246,0.40540540540540543,0.4594594594594595,0.43243243243243246,0.40540540540540543,0.3783783783783784,0.5135135135135135,0.40540540540540543,0.4864864864864865,0.40540540540540543,0.40540540540540543
1,0.21621621621621623,0.3783783783783784,0.35135135135135137,0.24324324324324326,0.35135135135135137,0.40540540540540543,0.40540540540540543,0.1891891891891892,0.24324324324324326,0.2972972972972973,0.35135135135135137,0.2972972972972973,0.2702702702702703,0.32432432432432434,0.4864864864864865,0.5675675675675675,0.2702702702702703,0.32432432432432434,0.3783783783783784,0.2972972972972973,0.24324324324324326,0.24324324324324326,0.32432432432432434,0.2972972972972973,0.16216216216216217,0.2972972972972973,0.16216216216216217,0.21621621621621623,0.32432432432432434,0.2972972972972973
2,0.21875,0.375,0.4375,0.25,0.3125,0.5,0.34375,0.40625,0.46875,0.4375,0.5625,0.53125,0.4375,0.4375,0.53125,0.4375,0.59375,0.5625,0.53125,0.34375,0.3125,0.4375,0.53125,0.3125,0.375,0.4375,0.34375,0.34375,0.4375,0.5625
3,0.05128205128205128,0.41025641025641024,0.1794871794871795,0.1282051282051282,0.3076923076923077,0.2564102564102564,0.38461538461538464,0.23076923076923078,0.1794871794871795,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.1794871794871795,0.15384615384615385,0.2564102564102564,0.3333333333333333,0.23076923076923078,0.23076923076923078,0.28205128205128205,0.3076923076923077,0.41025641025641024,0.05128205128205128,0.1282051282051282,0.28205128205128205,0.3333333333333333,0.28205128205128205,0.38461538461538464,0.3076923076923077
4,0.26666666666666666,0.45,0.5,0.5166666666666667,0.5,0.43333333333333335,0.4666666666666667,0.4666666666666667,0.5,0.5166666666666667,0.5166666666666667,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.5166666666666667,0.4666666666666667,0.45,0.4666666666666667,0.43333333333333335,0.4666666666666667,0.48333333333333334,0.45,0.4666666666666667,0.4666666666666667,0.48333333333333334,0.5166666666666667,0.5333333333333333,0.4666666666666667,0.4,0.43333333333333335
5,0.7619047619047619,0.6904761904761905,0.7142857142857143,0.6428571428571429,0.6904761904761905,0.7619047619047619,0.5952380952380952,0.6666666666666666,0.7380952380952381,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6904761904761905,0.7619047619047619,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6666666666666666,0.6428571428571429,0.6904761904761905,0.7142857142857143,0.5952380952380952,0.6904761904761905,0.6428571428571429,0.6904761904761905,0.7380952380952381,0.7857142857142857
6,0.6578947368421053,0.6842105263157895,0.6052631578947368,0.6578947368421053,0.631578947368421,0.6842105263157895,0.6578947368421053,0.5526315789473685,0.6578947368421053,0.6578947368421053,0.7105263157894737,0.7105263157894737,0.6842105263157895,0.6842105263157895,0.6578947368421053,0.7105263157894737,0.7105263157894737,0.6842105263157895,0.6578947368421053,0.6842105263157895,0.631578947368421,0.7105263157894737,0.631578947368421,0.7368421052631579,0.7105263157894737,0.7368421052631579,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737
7,0.22807017543859648,0.3684210526315789,0.3508771929824561,0.45614035087719296,0.3333333333333333,0.45614035087719296,0.38596491228070173,0.543859649122807,0.42105263157894735,0.47368421052631576,0.45614035087719296,0.5614035087719298,0.3508771929824561,0.40350877192982454,0.40350877192982454,0.45614035087719296,0.47368421052631576,0.43859649122807015,0.40350877192982454,0.43859649122807015,0.43859649122807015,0.43859649122807015,0.5263157894736842,0.5087719298245614,0.43859649122807015,0.42105263157894735,0.5614035087719298,0.47368421052631576,0.49122807017543857,0.45614035087719296
8,0.09090909090909091,0.030303030303030304,0.12121212121212122,0.24242424242424243,0.21212121212121213,0.24242424242424243,0.2727272727272727,0.24242424242424243,0.24242424242424243,0.21212121212121213,0.2727272727272727,0.21212121212121213,0.21212121212121213,0.15151515151515152,0.15151515151515152,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.24242424242424243,0.21212121212121213,0.21212121212121213,0.30303030303030304,0.15151515151515152,0.24242424242424243,0.21212121212121213,0.2727272727272727,0.21212121212121213,0.2727272727272727,0.21212121212121213
