0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.3305195515287822,0.3989555014681052,0.7236983230629958,0.3506764626764726,0.5948227017289804,0.4225466878186325,0.41851706276819756,0.20165518358222445,0.7278474823333743,0.8071785806464662,0.20406384155585586,0.2185426809877204,0.18527464750968253,0.7021756918035365,0.30758482107502094,0.7796360987740689,0.41007826743968534,0.5043607741949026,0.6755545046851591,0.2676657557160368,0.49996366941335835,0.5126520606988443,0.13140543284420841,0.38714733017179676,0.48159449674414045,0.6173881345080992,0.5774304387157245,0.4052884342397356,0.5418843340292245,0.5442448474341981,0.5285821879222903,0.41628153698342096,0.35729142472682857,0.7813216820614952,0.6253920790157279,0.6045771072293117,0.4020966496152796,0.5983680694613108,0.3694004056949459,0.24097806176324593,0.2902221505945451,0.3381889231619511,0.37107667176242376,0.689884067513916,0.6709868524794564,0.460389159294834,0.30402165605038256,0.5306390873193111,0.31009984636384247,0.4303157971885088,0.48078795197142854
