0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.45825283171307285,0.5567922686829478,0.8759666250101785,0.40940682179946697,0.7423821813625604,0.5436053502652124,0.5821578481968632,0.29919917606298196,0.8522510763726836,0.9267161784240503,0.27101841666763415,0.29622082407332434,0.268639887247667,0.8515806169217981,0.4627256184856273,0.9745389594942689,0.5605476859095273,0.6432181022397454,0.8660387105372085,0.3871926190111068,0.6717537887563758,0.6891691661733053,0.20324906555456212,0.5031494197480426,0.610114909232548,0.7117107299084555,0.7254638516575966,0.552366355662341,0.7062339407146726,0.7284072432481242,0.6882198603109795,0.5936757553964821,0.48665777362948803,0.9138538821859448,0.8431725647578676,0.7303536227216452,0.5157897945921361,0.7624923366220017,0.49913395630085344,0.30670717825658367,0.3666156230836128,0.4782951041069208,0.48770078661318167,0.8813569934253607,0.8049308357929845,0.6074953607741627,0.42235742952788036,0.6959241571427418,0.42708736301434835,0.5602919392933567,0.6104615813636947
