0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.3500650596967919,0.39307934264742983,0.7225647684392908,0.3572517704096123,0.613281914863371,0.39749519521718363,0.45368678626115433,0.16631989718148443,0.7542371236424853,0.7947733850866936,0.24348749177938933,0.23223428418281888,0.2260668105295182,0.6608673646772222,0.3060621970798145,0.783266985428472,0.406270785387834,0.49821423318490665,0.7232817980450666,0.28167164417349877,0.49946234236839704,0.5407022223431929,0.1415572600112057,0.41427001142035064,0.4674698956584633,0.5876258652822284,0.5837367412647381,0.35757794910341056,0.4974415575098944,0.49163741163331554,0.5567088906139708,0.3503226127160271,0.36016612554215255,0.7852693538942597,0.6537480294158975,0.6279928555348409,0.37508487714155136,0.5830615206849902,0.43338644024590367,0.24398655678473696,0.2964311693946724,0.37110264917160707,0.3096533882600401,0.7283476110645661,0.6913714907645829,0.4405753205240879,0.314310783714566,0.5149832391062752,0.30512005517087387,0.4322922764323799,0.49360609721916104
