0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.3559656673263658,0.38945803345674085,0.753090849226179,0.35855367864663823,0.6144160538071721,0.41624662682079067,0.4255757710690572,0.19834629118354075,0.7189408463672169,0.7975313837526907,0.20319962817096074,0.2222719986674171,0.19102671788592973,0.690456258178507,0.2859019121673909,0.7711512511873411,0.4338325080586959,0.4614803491210623,0.707516078280721,0.25130483268519066,0.5218239150359176,0.5213734888165193,0.14629035326446563,0.38746167180936464,0.4746567762482893,0.5907776193170142,0.5810171003818627,0.3974601914808572,0.5512739865665434,0.5881146741019874,0.5192689633904062,0.46414619972844817,0.3203881012537005,0.8007451179124581,0.6030528943567042,0.5988009511948917,0.3927932080079034,0.5756682180095964,0.35043029943572235,0.22498201891944355,0.24413351555333374,0.31454824236828977,0.46676656930020266,0.713952749933358,0.6039741148615865,0.5026830073434271,0.27396756190099547,0.5086137304786542,0.3060255628412693,0.544999114105891,0.43535886377236704
