epochs,acc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.30851063829787234,0.43243243243243246,0.05405405405405406,0.4375,0.41025641025641024,0.21666666666666667,0.5952380952380952,0.6578947368421053,0.49122807017543857,0.24242424242424243,0.8,0.1276595744680851,0.15789473684210525,0.12121212121212122,0.2826086956521739,0.32432432432432434,0.7142857142857143,0.13953488372093023,0.17543859649122806,0.5625,0.2962962962962963,0.41379310344827586,0.13333333333333333,0.65625,0.3793103448275862,0.0,0.6388888888888888,0.7058823529411765,0.08928571428571429,0.5454545454545454,0.8695652173913043,0.8484848484848485,0.6521739130434783,0.16049382716049382,0.43478260869565216,0.29508196721311475,0.8095238095238095,0.3333333333333333,0.2571428571428571,0.08333333333333333,0.5625,0.23076923076923078,0.5571428571428572,0.3333333333333333,0.0821917808219178,0.21052631578947367,0.2982456140350877,0.34,0.0,0.22941176470588234,0.1297071129707113,0.058823529411764705
1,0.36357947434292864,0.4864864864864865,0.2702702702702703,0.5,0.38461538461538464,0.2833333333333333,0.40476190476190477,0.6052631578947368,0.5789473684210527,0.24242424242424243,0.8266666666666667,0.5319148936170213,0.18421052631578946,0.07575757575757576,0.2608695652173913,0.2702702702702703,0.7142857142857143,0.3488372093023256,0.15789473684210525,0.22916666666666666,0.25925925925925924,0.46551724137931033,0.31666666666666665,0.75,0.2413793103448276,0.0,0.8055555555555556,0.7647058823529411,0.21428571428571427,0.48484848484848486,0.6956521739130435,0.8787878787878788,0.5,0.25308641975308643,0.5434782608695652,0.3114754098360656,0.7380952380952381,0.30303030303030304,0.34285714285714286,0.08333333333333333,0.65625,0.1282051282051282,0.5,0.14285714285714285,0.0684931506849315,0.2982456140350877,0.5964912280701754,0.4,0.03125,0.06470588235294118,0.4100418410041841,0.029411764705882353
2,0.34730913642052563,0.5135135135135135,0.40540540540540543,0.5625,0.41025641025641024,0.25,0.35714285714285715,0.6578947368421053,0.3684210526315789,0.2727272727272727,0.72,0.0851063829787234,0.34210526315789475,0.25757575757575757,0.41304347826086957,0.16216216216216217,0.8,0.16279069767441862,0.12280701754385964,0.3958333333333333,0.345679012345679,0.5,0.45,0.8125,0.3103448275862069,0.08333333333333333,0.7222222222222222,0.7941176470588235,0.14285714285714285,0.36363636363636365,0.6086956521739131,0.9696969696969697,0.5,0.22839506172839505,0.717391304347826,0.32786885245901637,0.7619047619047619,0.36363636363636365,0.2571428571428571,0.027777777777777776,0.5,0.28205128205128205,0.17142857142857143,0.15476190476190477,0.0821917808219178,0.22807017543859648,0.45614035087719296,0.54,0.0625,0.2235294117647059,0.3117154811715481,0.029411764705882353
3,0.3541927409261577,0.4594594594594595,0.24324324324324326,0.40625,0.358974358974359,0.45,0.5,0.6578947368421053,0.5614035087719298,0.24242424242424243,0.8,0.3404255319148936,0.2631578947368421,0.16666666666666666,0.41304347826086957,0.2702702702702703,0.8,0.32558139534883723,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.4482758620689655,0.36666666666666664,0.8125,0.3275862068965517,0.027777777777777776,0.8333333333333334,0.7941176470588235,0.125,0.48484848484848486,0.6521739130434783,0.9393939393939394,0.5217391304347826,0.25308641975308643,0.6630434782608695,0.5245901639344263,0.7619047619047619,0.3939393939393939,0.45714285714285713,0.19444444444444445,0.53125,0.358974358974359,0.35714285714285715,0.15476190476190477,0.0958904109589041,0.2982456140350877,0.40350877192982454,0.48,0.0625,0.19411764705882353,0.18200836820083682,0.0
4,0.36107634543178974,0.5675675675675675,0.16216216216216217,0.1875,0.48717948717948717,0.25,0.38095238095238093,0.6578947368421053,0.6140350877192983,0.30303030303030304,0.8266666666666667,0.22340425531914893,0.39473684210526316,0.4090909090909091,0.43478260869565216,0.5945945945945946,0.8,0.32558139534883723,0.17543859649122806,0.4583333333333333,0.2345679012345679,0.39655172413793105,0.2,0.8125,0.22413793103448276,0.05555555555555555,0.75,0.7352941176470589,0.19642857142857142,0.3333333333333333,0.7391304347826086,0.8787878787878788,0.5434782608695652,0.30246913580246915,0.6304347826086957,0.32786885245901637,0.7380952380952381,0.3939393939393939,0.4,0.16666666666666666,0.4375,0.4358974358974359,0.34285714285714286,0.13095238095238096,0.0547945205479452,0.24561403508771928,0.5087719298245614,0.48,0.03125,0.24705882352941178,0.26359832635983266,0.0
5,0.37797246558197745,0.5675675675675675,0.13513513513513514,0.3125,0.38461538461538464,0.2,0.6666666666666666,0.631578947368421,0.5614035087719298,0.3333333333333333,0.84,0.3404255319148936,0.23684210526315788,0.2878787878787879,0.4782608695652174,0.43243243243243246,0.9142857142857143,0.4883720930232558,0.17543859649122806,0.3958333333333333,0.35802469135802467,0.4482758620689655,0.2833333333333333,0.75,0.4482758620689655,0.1111111111111111,0.7222222222222222,0.7647058823529411,0.125,0.45454545454545453,0.7608695652173914,0.9090909090909091,0.43478260869565216,0.2037037037037037,0.6847826086956522,0.3770491803278688,0.7857142857142857,0.36363636363636365,0.4,0.16666666666666666,0.65625,0.2564102564102564,0.45714285714285713,0.14285714285714285,0.0958904109589041,0.2631578947368421,0.5789473684210527,0.4,0.03125,0.18235294117647058,0.3117154811715481,0.029411764705882353
6,0.36576971214017523,0.5675675675675675,0.32432432432432434,0.40625,0.46153846153846156,0.35,0.47619047619047616,0.6052631578947368,0.49122807017543857,0.3333333333333333,0.7866666666666666,0.2978723404255319,0.2631578947368421,0.30303030303030304,0.45652173913043476,0.24324324324324326,0.8,0.4186046511627907,0.17543859649122806,0.4583333333333333,0.2962962962962963,0.39655172413793105,0.26666666666666666,0.6875,0.3793103448275862,0.05555555555555555,0.7222222222222222,0.7352941176470589,0.23214285714285715,0.42424242424242425,0.6739130434782609,0.9696969696969697,0.6086956521739131,0.3271604938271605,0.6413043478260869,0.3114754098360656,0.8333333333333334,0.42424242424242425,0.5428571428571428,0.20833333333333334,0.4375,0.2564102564102564,0.4142857142857143,0.14285714285714285,0.0821917808219178,0.2631578947368421,0.43859649122807015,0.56,0.09375,0.28823529411764703,0.19456066945606695,0.029411764705882353
7,0.3617021276595745,0.40540540540540543,0.2702702702702703,0.59375,0.6153846153846154,0.43333333333333335,0.2857142857142857,0.6052631578947368,0.5789473684210527,0.42424242424242425,0.8133333333333334,0.44680851063829785,0.23684210526315788,0.3939393939393939,0.391304347826087,0.1891891891891892,0.8285714285714286,0.3953488372093023,0.15789473684210525,0.4375,0.3333333333333333,0.5172413793103449,0.4,0.75,0.3103448275862069,0.08333333333333333,0.7222222222222222,0.5882352941176471,0.14285714285714285,0.5151515151515151,0.6956521739130435,0.8787878787878788,0.45652173913043476,0.1728395061728395,0.532608695652174,0.29508196721311475,0.5952380952380952,0.42424242424242425,0.34285714285714286,0.20833333333333334,0.5,0.3076923076923077,0.4857142857142857,0.07142857142857142,0.0958904109589041,0.2807017543859649,0.2631578947368421,0.4,0.09375,0.20588235294117646,0.28451882845188287,0.029411764705882353
8,0.35857321652065083,0.4864864864864865,0.21621621621621623,0.28125,0.4358974358974359,0.3,0.38095238095238093,0.6052631578947368,0.543859649122807,0.3333333333333333,0.7866666666666666,0.32978723404255317,0.3684210526315789,0.22727272727272727,0.43478260869565216,0.1891891891891892,0.8571428571428571,0.4186046511627907,0.14035087719298245,0.3541666666666667,0.345679012345679,0.41379310344827586,0.3,0.6875,0.3275862068965517,0.08333333333333333,0.75,0.6176470588235294,0.19642857142857142,0.3333333333333333,0.717391304347826,0.9393939393939394,0.4782608695652174,0.16049382716049382,0.7391304347826086,0.3442622950819672,0.6904761904761905,0.3939393939393939,0.2857142857142857,0.09722222222222222,0.59375,0.23076923076923078,0.6142857142857143,0.15476190476190477,0.1095890410958904,0.24561403508771928,0.45614035087719296,0.42,0.03125,0.22941176470588234,0.28870292887029286,0.029411764705882353
9,0.3494993742177722,0.32432432432432434,0.2702702702702703,0.46875,0.5897435897435898,0.4666666666666667,0.3333333333333333,0.6578947368421053,0.5964912280701754,0.30303030303030304,0.7866666666666666,0.44680851063829785,0.2631578947368421,0.21212121212121213,0.5,0.24324324324324326,0.8285714285714286,0.4186046511627907,0.19298245614035087,0.22916666666666666,0.24691358024691357,0.4827586206896552,0.21666666666666667,0.8125,0.25862068965517243,0.08333333333333333,0.7222222222222222,0.47058823529411764,0.17857142857142858,0.3333333333333333,0.6086956521739131,0.8787878787878788,0.45652173913043476,0.2654320987654321,0.7391304347826086,0.29508196721311475,0.7857142857142857,0.30303030303030304,0.5142857142857142,0.1111111111111111,0.59375,0.23076923076923078,0.5,0.21428571428571427,0.0821917808219178,0.2631578947368421,0.3684210526315789,0.62,0.125,0.17647058823529413,0.18410041841004185,0.0
