epochs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
19,0.2962962962962963,0.25925925925925924,0.345679012345679,0.3333333333333333,0.2345679012345679,0.35802469135802467,0.2962962962962963,0.3333333333333333,0.345679012345679,0.24691358024691357,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25925925925925924,0.35802469135802467,0.2839506172839506,0.3333333333333333,0.32098765432098764,0.38271604938271603,0.345679012345679,0.345679012345679,0.32098765432098764,0.30864197530864196,0.2962962962962963,0.3333333333333333,0.37037037037037035,0.3333333333333333,0.32098765432098764,0.35802469135802467
20,0.41379310344827586,0.46551724137931033,0.5,0.4482758620689655,0.39655172413793105,0.4482758620689655,0.39655172413793105,0.5172413793103449,0.41379310344827586,0.4827586206896552,0.4482758620689655,0.43103448275862066,0.5344827586206896,0.3793103448275862,0.46551724137931033,0.43103448275862066,0.46551724137931033,0.4827586206896552,0.4482758620689655,0.46551724137931033,0.3793103448275862,0.41379310344827586,0.4482758620689655,0.41379310344827586,0.5344827586206896,0.39655172413793105,0.4482758620689655,0.4827586206896552,0.43103448275862066,0.46551724137931033
21,0.13333333333333333,0.31666666666666665,0.45,0.36666666666666664,0.2,0.2833333333333333,0.26666666666666666,0.4,0.3,0.21666666666666667,0.25,0.38333333333333336,0.36666666666666664,0.25,0.2,0.23333333333333334,0.2833333333333333,0.21666666666666667,0.25,0.26666666666666666,0.25,0.26666666666666666,0.23333333333333334,0.25,0.35,0.2,0.2833333333333333,0.35,0.23333333333333334,0.31666666666666665
22,0.65625,0.75,0.8125,0.8125,0.8125,0.75,0.6875,0.75,0.6875,0.8125,0.6875,0.75,0.78125,0.71875,0.75,0.75,0.75,0.65625,0.90625,0.71875,0.84375,0.71875,0.71875,0.75,0.6875,0.65625,0.75,0.6875,0.84375,0.75
23,0.3793103448275862,0.2413793103448276,0.3103448275862069,0.3275862068965517,0.22413793103448276,0.4482758620689655,0.3793103448275862,0.3103448275862069,0.3275862068965517,0.25862068965517243,0.4827586206896552,0.4482758620689655,0.4827586206896552,0.3620689655172414,0.4482758620689655,0.3793103448275862,0.4482758620689655,0.3793103448275862,0.3793103448275862,0.3448275862068966,0.29310344827586204,0.29310344827586204,0.3793103448275862,0.43103448275862066,0.46551724137931033,0.46551724137931033,0.3275862068965517,0.3448275862068966,0.3103448275862069,0.41379310344827586
24,0.0,0.0,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.05555555555555555
25,0.6388888888888888,0.8055555555555556,0.7222222222222222,0.8333333333333334,0.75,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.75,0.7222222222222222,0.6944444444444444,0.7222222222222222,0.6944444444444444,0.6944444444444444,0.75,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.6944444444444444,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.7222222222222222,0.75,0.7777777777777778,0.6944444444444444,0.75,0.7777777777777778
26,0.7058823529411765,0.7647058823529411,0.7941176470588235,0.7941176470588235,0.7352941176470589,0.7647058823529411,0.7352941176470589,0.5882352941176471,0.6176470588235294,0.47058823529411764,0.7647058823529411,0.8235294117647058,0.7352941176470589,0.7941176470588235,0.8235294117647058,0.7352941176470589,0.7352941176470589,0.8235294117647058,0.6470588235294118,0.7352941176470589,0.5588235294117647,0.7941176470588235,0.5882352941176471,0.7941176470588235,0.7647058823529411,0.7647058823529411,0.6764705882352942,0.7941176470588235,0.7941176470588235,0.7352941176470589
27,0.08928571428571429,0.21428571428571427,0.14285714285714285,0.125,0.19642857142857142,0.125,0.23214285714285715,0.14285714285714285,0.19642857142857142,0.17857142857142858,0.16071428571428573,0.14285714285714285,0.17857142857142858,0.25,0.23214285714285715,0.17857142857142858,0.17857142857142858,0.21428571428571427,0.23214285714285715,0.17857142857142858,0.26785714285714285,0.16071428571428573,0.14285714285714285,0.21428571428571427,0.10714285714285714,0.19642857142857142,0.19642857142857142,0.19642857142857142,0.17857142857142858,0.19642857142857142
28,0.5454545454545454,0.48484848484848486,0.36363636363636365,0.48484848484848486,0.3333333333333333,0.45454545454545453,0.42424242424242425,0.5151515151515151,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.3939393939393939,0.36363636363636365,0.5151515151515151,0.48484848484848486,0.36363636363636365,0.696969696969697,0.5757575757575758,0.2727272727272727,0.5757575757575758,0.42424242424242425,0.45454545454545453,0.36363636363636365,0.5757575757575758,0.45454545454545453,0.36363636363636365,0.5757575757575758,0.5151515151515151,0.5151515151515151
29,0.8695652173913043,0.6956521739130435,0.6086956521739131,0.6521739130434783,0.7391304347826086,0.7608695652173914,0.6739130434782609,0.6956521739130435,0.717391304347826,0.6086956521739131,0.5434782608695652,0.6304347826086957,0.717391304347826,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6304347826086957,0.8260869565217391,0.6304347826086957,0.6956521739130435,0.6739130434782609,0.6521739130434783,0.6739130434782609,0.7608695652173914,0.8043478260869565,0.5652173913043478,0.6086956521739131
30,0.8484848484848485,0.8787878787878788,0.9696969696969697,0.9393939393939394,0.8787878787878788,0.9090909090909091,0.9696969696969697,0.8787878787878788,0.9393939393939394,0.8787878787878788,0.9393939393939394,0.9090909090909091,0.9090909090909091,0.9393939393939394,0.8787878787878788,0.9090909090909091,0.9393939393939394,0.8787878787878788,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8787878787878788,0.9090909090909091,0.9090909090909091,0.9393939393939394,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
31,0.6521739130434783,0.5,0.5,0.5217391304347826,0.5434782608695652,0.43478260869565216,0.6086956521739131,0.45652173913043476,0.4782608695652174,0.45652173913043476,0.5217391304347826,0.6304347826086957,0.3695652173913043,0.5434782608695652,0.5217391304347826,0.5434782608695652,0.4782608695652174,0.5434782608695652,0.41304347826086957,0.6086956521739131,0.5869565217391305,0.6521739130434783,0.6086956521739131,0.6086956521739131,0.5434782608695652,0.6304347826086957,0.43478260869565216,0.5434782608695652,0.5434782608695652,0.5434782608695652
32,0.16049382716049382,0.25308641975308643,0.22839506172839505,0.25308641975308643,0.30246913580246915,0.2037037037037037,0.3271604938271605,0.1728395061728395,0.16049382716049382,0.2654320987654321,0.25308641975308643,0.24074074074074073,0.41975308641975306,0.3333333333333333,0.2716049382716049,0.30864197530864196,0.2777777777777778,0.30864197530864196,0.30246913580246915,0.35185185185185186,0.2222222222222222,0.35802469135802467,0.2962962962962963,0.29012345679012347,0.3765432098765432,0.35802469135802467,0.32098765432098764,0.2654320987654321,0.35802469135802467,0.29012345679012347
33,0.43478260869565216,0.5434782608695652,0.717391304347826,0.6630434782608695,0.6304347826086957,0.6847826086956522,0.6413043478260869,0.532608695652174,0.7391304347826086,0.7391304347826086,0.7282608695652174,0.6195652173913043,0.6630434782608695,0.7065217391304348,0.7717391304347826,0.6195652173913043,0.6956521739130435,0.717391304347826,0.7717391304347826,0.6304347826086957,0.6413043478260869,0.6086956521739131,0.7608695652173914,0.6956521739130435,0.6304347826086957,0.6086956521739131,0.6630434782608695,0.7065217391304348,0.717391304347826,0.6413043478260869
34,0.29508196721311475,0.3114754098360656,0.32786885245901637,0.5245901639344263,0.32786885245901637,0.3770491803278688,0.3114754098360656,0.29508196721311475,0.3442622950819672,0.29508196721311475,0.2459016393442623,0.3114754098360656,0.32786885245901637,0.36065573770491804,0.32786885245901637,0.29508196721311475,0.3442622950819672,0.2786885245901639,0.29508196721311475,0.22950819672131148,0.3114754098360656,0.32786885245901637,0.3114754098360656,0.4426229508196721,0.3114754098360656,0.3114754098360656,0.3114754098360656,0.32786885245901637,0.29508196721311475,0.3442622950819672
35,0.8095238095238095,0.7380952380952381,0.7619047619047619,0.7619047619047619,0.7380952380952381,0.7857142857142857,0.8333333333333334,0.5952380952380952,0.6904761904761905,0.7857142857142857,0.7619047619047619,0.7857142857142857,0.8095238095238095,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.7619047619047619,0.8095238095238095,0.8333333333333334,0.8095238095238095,0.8095238095238095,0.7857142857142857,0.7619047619047619,0.8095238095238095,0.8095238095238095,0.9047619047619048,0.8095238095238095,0.8333333333333334,0.8095238095238095,0.8809523809523809
36,0.3333333333333333,0.30303030303030304,0.36363636363636365,0.3939393939393939,0.3939393939393939,0.36363636363636365,0.42424242424242425,0.42424242424242425,0.3939393939393939,0.30303030303030304,0.42424242424242425,0.3939393939393939,0.30303030303030304,0.2727272727272727,0.45454545454545453,0.3939393939393939,0.45454545454545453,0.2727272727272727,0.36363636363636365,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.42424242424242425,0.3939393939393939,0.2727272727272727,0.12121212121212122,0.15151515151515152,0.30303030303030304,0.2727272727272727
37,0.2571428571428571,0.34285714285714286,0.2571428571428571,0.45714285714285713,0.4,0.4,0.5428571428571428,0.34285714285714286,0.2857142857142857,0.5142857142857142,0.34285714285714286,0.45714285714285713,0.3142857142857143,0.37142857142857144,0.34285714285714286,0.2571428571428571,0.4,0.3142857142857143,0.22857142857142856,0.2857142857142857,0.2,0.34285714285714286,0.2857142857142857,0.37142857142857144,0.2,0.42857142857142855,0.34285714285714286,0.2,0.3142857142857143,0.42857142857142855
38,0.08333333333333333,0.08333333333333333,0.027777777777777776,0.19444444444444445,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.09722222222222222,0.1111111111111111,0.05555555555555555,0.18055555555555555,0.125,0.18055555555555555,0.1111111111111111,0.1388888888888889,0.06944444444444445,0.1388888888888889,0.1527777777777778,0.1111111111111111,0.16666666666666666,0.20833333333333334,0.09722222222222222,0.25,0.19444444444444445,0.19444444444444445,0.08333333333333333,0.16666666666666666,0.20833333333333334,0.09722222222222222
39,0.5625,0.65625,0.5,0.53125,0.4375,0.65625,0.4375,0.5,0.59375,0.59375,0.59375,0.625,0.5,0.5,0.5625,0.75,0.625,0.53125,0.53125,0.65625,0.5625,0.59375,0.59375,0.53125,0.6875,0.5,0.46875,0.5625,0.65625,0.6875
40,0.23076923076923078,0.1282051282051282,0.28205128205128205,0.358974358974359,0.4358974358974359,0.2564102564102564,0.2564102564102564,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.20512820512820512,0.2564102564102564,0.23076923076923078,0.2564102564102564,0.2564102564102564,0.28205128205128205,0.28205128205128205,0.2564102564102564,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.3076923076923077,0.2564102564102564,0.2564102564102564,0.23076923076923078
41,0.5571428571428572,0.5,0.17142857142857143,0.35714285714285715,0.34285714285714286,0.45714285714285713,0.4142857142857143,0.4857142857142857,0.6142857142857143,0.5,0.5,0.5142857142857142,0.4714285714285714,0.37142857142857144,0.34285714285714286,0.4857142857142857,0.32857142857142857,0.4857142857142857,0.4,0.4,0.4857142857142857,0.4857142857142857,0.44285714285714284,0.37142857142857144,0.34285714285714286,0.4857142857142857,0.4714285714285714,0.38571428571428573,0.5285714285714286,0.4857142857142857
42,0.3333333333333333,0.14285714285714285,0.15476190476190477,0.15476190476190477,0.13095238095238096,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.15476190476190477,0.21428571428571427,0.19047619047619047,0.19047619047619047,0.13095238095238096,0.21428571428571427,0.2261904761904762,0.14285714285714285,0.15476190476190477,0.19047619047619047,0.09523809523809523,0.27380952380952384,0.19047619047619047,0.20238095238095238,0.19047619047619047,0.10714285714285714,0.16666666666666666,0.11904761904761904,0.20238095238095238,0.11904761904761904,0.13095238095238096,0.20238095238095238
43,0.0821917808219178,0.0684931506849315,0.0821917808219178,0.0958904109589041,0.0547945205479452,0.0958904109589041,0.0821917808219178,0.0958904109589041,0.1095890410958904,0.0821917808219178,0.0958904109589041,0.0958904109589041,0.1095890410958904,0.0958904109589041,0.0547945205479452,0.0958904109589041,0.0958904109589041,0.0821917808219178,0.0958904109589041,0.0821917808219178,0.0958904109589041,0.0821917808219178,0.0958904109589041,0.0821917808219178,0.0821917808219178,0.0958904109589041,0.0958904109589041,0.0821917808219178,0.0958904109589041,0.0821917808219178
44,0.21052631578947367,0.2982456140350877,0.22807017543859648,0.2982456140350877,0.24561403508771928,0.2631578947368421,0.2631578947368421,0.2807017543859649,0.24561403508771928,0.2631578947368421,0.24561403508771928,0.2807017543859649,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2807017543859649,0.3508771929824561,0.2807017543859649,0.2982456140350877,0.2631578947368421,0.2807017543859649,0.2631578947368421,0.2807017543859649,0.2807017543859649,0.3157894736842105,0.24561403508771928,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.24561403508771928
45,0.2982456140350877,0.5964912280701754,0.45614035087719296,0.40350877192982454,0.5087719298245614,0.5789473684210527,0.43859649122807015,0.2631578947368421,0.45614035087719296,0.3684210526315789,0.49122807017543857,0.47368421052631576,0.5789473684210527,0.45614035087719296,0.45614035087719296,0.43859649122807015,0.42105263157894735,0.38596491228070173,0.45614035087719296,0.3333333333333333,0.43859649122807015,0.3157894736842105,0.5614035087719298,0.38596491228070173,0.40350877192982454,0.5087719298245614,0.5087719298245614,0.40350877192982454,0.43859649122807015,0.3333333333333333
46,0.34,0.4,0.54,0.48,0.48,0.4,0.56,0.4,0.42,0.62,0.4,0.34,0.62,0.36,0.46,0.44,0.32,0.44,0.46,0.44,0.38,0.4,0.42,0.34,0.32,0.5,0.3,0.54,0.32,0.36
47,0.0,0.03125,0.0625,0.0625,0.03125,0.03125,0.09375,0.09375,0.03125,0.125,0.03125,0.125,0.09375,0.15625,0.28125,0.125,0.09375,0.1875,0.21875,0.21875,0.21875,0.0625,0.21875,0.03125,0.21875,0.15625,0.15625,0.25,0.15625,0.15625
48,0.22941176470588234,0.06470588235294118,0.2235294117647059,0.19411764705882353,0.24705882352941178,0.18235294117647058,0.28823529411764703,0.20588235294117646,0.22941176470588234,0.17647058823529413,0.21764705882352942,0.16470588235294117,0.2411764705882353,0.2235294117647059,0.2411764705882353,0.14705882352941177,0.24705882352941178,0.22941176470588234,0.20588235294117646,0.2823529411764706,0.18823529411764706,0.2235294117647059,0.25882352941176473,0.17647058823529413,0.2235294117647059,0.13529411764705881,0.15294117647058825,0.17058823529411765,0.2235294117647059,0.19411764705882353
49,0.1297071129707113,0.4100418410041841,0.3117154811715481,0.18200836820083682,0.26359832635983266,0.3117154811715481,0.19456066945606695,0.28451882845188287,0.28870292887029286,0.18410041841004185,0.2698744769874477,0.12133891213389121,0.1589958158995816,0.16317991631799164,0.17154811715481172,0.16736401673640167,0.17364016736401675,0.1401673640167364,0.12133891213389121,0.2217573221757322,0.1694560669456067,0.14225941422594143,0.18828451882845187,0.1694560669456067,0.16527196652719664,0.18828451882845187,0.16317991631799164,0.14225941422594143,0.16317991631799164,0.1589958158995816
50,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0
